,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.58,0.6,0.05,0.94,0.85,0.61,0.77,0.83,0.59,0.71,0.7,0.91,0.73,0.9,0.48
glelite.csv,0.89,0.86,0.94,1.0,1.0,0.97,0.97,0.95,1.0,1.0,1.0,0.95,0.0,0.96,0.94
hannosset.csv,0.91,0.97,0.93,1.0,0.94,1.0,0.96,1.01,0.92,1.02,0.0,0.98,0.97,0.98,0.95
ipfilter.csv,0.87,0.71,0.94,0.92,0.8,0.82,0.84,0.75,0.67,0.52,0.64,0.0,1.04,0.61,0.73
moving-pictures.csv,0.67,0.72,0.87,0.51,0.76,0.83,0.04,1.15,0.82,0.91,0.94,1.01,0.72,0.65,0.87
pclasses.csv,0.09,0.67,1.0,0.12,0.83,0.72,0.9,1.02,0.77,0.97,0.87,0.84,0.93,0.84,0.92
pfaedit.csv,0.82,0.6,0.9,0.76,0.45,0.04,0.75,1.06,0.57,0.78,0.65,0.79,0.8,0.68,0.74
qcad2.csv,0.91,0.63,0.7,0.77,0.04,0.57,0.78,1.07,0.7,0.88,0.77,0.53,0.73,0.68,0.9
rockbox.csv,0.64,0.63,0.62,1.06,0.51,0.58,0.75,0.51,0.61,0.68,0.51,0.72,0.68,0.72,0.0
roller.csv,0.89,0.96,0.87,0.7,0.55,0.85,0.9,0.59,0.0,0.73,0.58,0.52,0.84,0.76,0.85
theresa.csv,1.0,0.96,1.0,0.0,0.96,0.93,1.0,1.0,1.0,0.98,1.0,1.0,0.96,0.96,1.0
tzod.csv,0.67,0.04,0.73,0.1,0.54,0.72,0.81,1.03,0.83,0.93,0.73,0.85,0.55,0.79,0.97
xinity.csv,0.86,0.82,0.61,0.62,0.66,0.54,0.89,1.06,0.61,0.87,0.52,0.58,0.67,0.0,0.95
zabbix.csv,0.81,0.84,0.5,0.8,0.63,0.91,0.51,1.21,0.8,0.02,0.99,0.72,0.39,1.0,0.78
