,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.74,0.63,0.96,0.24,0.46,0.7,0.55,0.51,0.74,0.57,0.63,0.4,0.57,0.38,0.7
glelite.csv,0.38,0.46,0.27,0.0,0.0,0.13,0.13,0.21,0.0,0.0,0.0,0.21,1.0,0.17,0.24
hannosset.csv,0.11,0.05,0.09,0.0,0.07,0.0,0.05,0.0,0.1,0.04,1.0,0.02,0.04,0.02,0.06
ipfilter.csv,0.45,0.51,0.39,0.38,0.53,0.51,0.45,0.62,0.62,0.68,0.52,1.0,0.0,0.64,0.62
moving-pictures.csv,0.65,0.6,0.45,0.66,0.45,0.49,0.97,0.0,0.45,0.38,0.24,0.32,0.59,0.66,0.45
pclasses.csv,0.93,0.47,0.0,0.97,0.3,0.34,0.13,0.0,0.28,0.36,0.35,0.2,0.09,0.2,0.38
pfaedit.csv,0.21,0.46,0.12,0.37,0.64,0.97,0.29,0.0,0.49,0.26,0.67,0.26,0.24,0.48,0.3
qcad2.csv,0.11,0.48,0.56,0.36,0.97,0.64,0.33,0.0,0.36,0.15,0.36,0.65,0.58,0.44,0.19
rockbox.csv,0.48,0.57,0.55,0.0,0.66,0.67,0.52,0.83,0.56,0.41,0.83,0.44,0.37,0.56,1.0
roller.csv,0.21,0.22,0.42,0.68,0.73,0.2,0.39,0.78,1.0,0.32,0.63,0.63,0.26,0.49,0.19
theresa.csv,0.0,0.05,0.0,1.0,0.05,0.09,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.06,0.0
tzod.csv,0.4,0.97,0.31,0.98,0.58,0.39,0.25,0.0,0.2,0.13,0.49,0.27,0.51,0.48,0.06
xinity.csv,0.21,0.23,0.44,0.62,0.63,0.61,0.17,0.0,0.47,0.17,0.74,0.5,0.38,1.0,0.06
zabbix.csv,0.51,0.48,0.72,0.56,0.68,0.33,0.68,0.0,0.55,0.98,0.05,0.61,0.66,0.0,0.52
