,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.99,0.86,0.94,0.77,0.92,0.91,0.75,0.89,0.9,0.95,0.0,0.6,0.86,0.89,0.78
badtrinity-zero.csv,0.96,0.86,0.55,0.83,0.41,0.43,0.66,0.89,0.52,0.93,0.86,0.46,0.54,0.45,0.37
biodwh.csv,0.99,0.89,0.95,0.44,0.92,0.96,0.89,0.85,0.88,0.93,0.5,0.89,0.92,0.67,0.41
critterding.csv,0.99,0.66,0.69,0.6,0.73,0.68,0.61,0.63,0.95,0.6,0.38,0.68,0.71,0.89,0.56
elateportal.csv,0.55,0.64,0.47,0.42,0.4,0.41,0.43,0.59,0.46,0.93,0.3,0.4,0.36,0.86,0.35
enzo.csv,0.41,0.43,0.47,0.38,0.39,0.38,0.41,0.38,0.38,0.4,0.3,0.47,0.35,0.4,0.33
factor.csv,0.0,0.83,0.8,0.68,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.83,0.5,0.5,0.82
gusanos.csv,0.99,0.5,0.5,0.43,0.47,0.6,0.51,0.41,0.61,0.92,0.73,0.83,0.44,0.48,0.36
miranda.csv,0.62,0.74,0.61,0.55,0.38,0.5,0.56,0.73,0.48,0.49,0.75,0.46,0.5,0.8,0.4
modplug.csv,0.44,0.52,0.47,0.45,0.44,0.61,0.48,0.45,0.43,0.55,0.34,0.37,0.33,0.53,0.36
monetdb.csv,0.52,0.56,0.63,0.57,0.59,0.76,0.64,0.53,0.67,0.9,0.42,0.58,0.7,0.62,0.49
quarkplayer.csv,0.54,0.62,0.67,0.72,0.71,0.57,0.89,0.65,0.6,0.67,0.33,0.88,0.55,0.73,0.98
reactos-mirror.csv,0.64,0.59,0.51,0.51,0.53,0.66,0.5,0.5,0.53,0.74,0.3,0.42,0.37,0.52,0.42
sandiaportals.csv,0.45,0.5,0.45,0.44,0.38,0.49,0.47,0.4,0.38,0.44,0.36,0.42,0.35,0.46,0.34
xbplayer.csv,0.62,0.5,0.85,0.62,0.77,0.79,0.71,0.6,0.55,0.86,0.5,0.61,0.52,0.69,0.46
