,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.0,0.0,1.0,6.0,2.0,0.0,168.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0
badtrinity-zero.csv,0.0,1.0,0.0,2.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0
biodwh.csv,1.0,2.0,2.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
critterding.csv,0.0,0.0,0.0,5.0,16.0,7.0,10.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,4.0
elateportal.csv,0.0,1.0,0.0,11.0,0.0,11.0,10.0,3.0,0.0,0.0,0.0,1.0,17.0,4.0,3.0
enzo.csv,4.0,1.0,0.0,4.0,0.0,15.0,56.0,0.0,0.0,0.0,3.0,3.0,14.0,1.0,0.0
factor.csv,875.0,2.0,1.0,3.0,145.0,152.0,168.0,0.0,78.0,126.0,49.0,0.0,0.0,0.0,2.0
gusanos.csv,0.0,2.0,0.0,5.0,0.0,8.0,1.0,0.0,0.0,1.0,3.0,1.0,8.0,0.0,0.0
miranda.csv,0.0,2.0,0.0,3.0,0.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,12.0,2.0,0.0
modplug.csv,3.0,1.0,0.0,12.0,3.0,3.0,15.0,2.0,0.0,1.0,3.0,0.0,9.0,0.0,1.0
monetdb.csv,0.0,1.0,0.0,18.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0
quarkplayer.csv,0.0,2.0,0.0,9.0,3.0,22.0,0.0,3.0,0.0,0.0,2.0,4.0,16.0,0.0,3.0
reactos-mirror.csv,0.0,1.0,0.0,9.0,0.0,4.0,11.0,3.0,0.0,0.0,3.0,3.0,14.0,0.0,3.0
sandiaportals.csv,0.0,0.0,0.0,6.0,3.0,8.0,11.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0
xbplayer.csv,2.0,3.0,0.0,0.0,3.0,20.0,32.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0
