,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.13,0.18,0.16,0.29,0.13,0.92,0.0,0.13,0.16,0.14,0.02,0.32,0.42,0.17,0.27
badtrinity-zero.csv,0.04,0.15,0.97,0.07,0.72,0.58,0.36,0.1,0.6,0.15,0.11,0.57,0.42,0.66,0.78
biodwh.csv,0.18,0.18,0.19,0.57,0.09,0.08,0.27,0.16,0.15,0.15,0.05,0.15,1.0,0.05,0.54
critterding.csv,0.22,0.94,0.43,0.4,0.3,0.58,0.64,0.43,0.31,0.41,0.77,0.36,0.67,0.34,0.54
elateportal.csv,0.5,0.44,0.63,0.93,0.83,0.92,0.55,0.51,0.69,0.14,1.0,0.91,0.5,0.02,0.87
enzo.csv,0.72,0.59,0.89,0.74,0.96,0.92,0.64,0.78,0.95,0.99,1.0,0.72,0.92,0.73,0.82
factor.csv,0.0,0.09,0.05,0.45,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.23,0.17,0.98,0.26
gusanos.csv,0.12,0.76,0.66,0.86,0.62,0.58,0.64,0.97,0.44,0.07,0.18,0.19,0.42,0.85,0.71
miranda.csv,0.46,0.32,0.48,0.45,0.77,0.5,0.36,0.31,0.49,0.56,0.07,0.53,0.42,0.02,0.99
modplug.csv,0.71,0.76,0.77,0.81,0.85,0.75,0.73,0.7,0.98,0.5,0.89,0.83,0.83,0.76,0.86
monetdb.csv,0.49,0.76,0.44,0.55,0.98,0.25,0.55,0.69,0.42,0.24,0.7,0.49,0.42,0.68,0.55
quarkplayer.csv,0.46,0.44,0.52,0.29,0.32,0.42,0.82,0.48,0.49,0.49,0.89,0.26,0.58,0.39,0.18
reactos-mirror.csv,0.9,0.62,0.73,0.76,0.53,0.5,0.91,0.78,0.65,0.33,1.0,0.81,0.92,0.63,0.75
sandiaportals.csv,0.81,0.79,0.76,0.95,0.85,1.0,0.73,0.9,0.76,0.67,0.75,0.98,0.67,0.59,0.93
xbplayer.csv,0.32,0.35,0.23,0.95,0.32,0.25,0.09,0.36,0.38,0.07,0.05,0.32,0.42,0.34,0.48
