,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.16,0.22,0.19,0.33,0.16,0.93,0.0,0.16,0.19,0.17,0.02,0.36,0.46,0.2,0.31
badtrinity-zero.csv,0.05,0.18,0.97,0.09,0.65,0.53,0.4,0.12,0.59,0.18,0.13,0.58,0.44,0.6,0.64
biodwh.csv,0.21,0.21,0.23,0.59,0.11,0.1,0.32,0.19,0.18,0.18,0.06,0.18,1.0,0.06,0.54
critterding.csv,0.26,0.95,0.42,0.42,0.33,0.56,0.6,0.47,0.36,0.45,0.69,0.41,0.69,0.38,0.55
elateportal.csv,0.5,0.42,0.58,0.55,0.63,0.57,0.42,0.5,0.51,0.17,1.0,0.49,0.42,0.02,0.34
enzo.csv,0.48,0.53,0.5,0.66,0.46,0.57,0.47,0.71,0.0,0.97,0.0,0.23,0.37,0.38,0.65
factor.csv,0.0,0.11,0.06,0.5,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.27,0.2,0.98,0.3
gusanos.csv,0.15,0.6,0.64,0.67,0.6,0.58,0.63,0.97,0.49,0.09,0.21,0.23,0.44,0.71,0.62
miranda.csv,0.49,0.36,0.51,0.49,0.6,0.5,0.39,0.35,0.46,0.5,0.09,0.54,0.45,0.02,0.99
modplug.csv,0.6,0.65,0.59,0.7,0.6,0.69,0.5,0.7,0.98,0.46,0.48,0.77,0.67,0.72,0.57
monetdb.csv,0.49,0.65,0.47,0.52,0.98,0.29,0.56,0.59,0.47,0.25,0.69,0.52,0.45,0.69,0.55
quarkplayer.csv,0.44,0.44,0.5,0.31,0.34,0.42,0.85,0.47,0.45,0.49,0.66,0.27,0.52,0.39,0.21
reactos-mirror.csv,0.91,0.55,0.59,0.55,0.56,0.51,0.56,0.54,0.64,0.35,0.0,0.36,0.66,0.52,0.46
sandiaportals.csv,0.63,0.62,0.68,0.65,0.71,0.61,0.58,0.27,0.7,0.63,0.68,0.98,0.58,0.55,0.51
xbplayer.csv,0.36,0.39,0.27,0.96,0.37,0.29,0.11,0.41,0.42,0.09,0.06,0.37,0.45,0.39,0.51
