,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.07,0.02,0.05,0.21,0.06,0.0,0.03,0.0,0.04,0.24,0.0,0.17,0.24,0.09,0.1
badtrinity-zero.csv,0.02,0.05,0.01,0.03,0.54,0.6,0.27,0.07,0.46,0.0,0.33,0.39,0.42,0.57,0.63
biodwh.csv,0.06,0.07,0.06,0.33,0.08,0.16,0.04,0.07,0.0,0.0,0.0,0.06,0.0,0.04,0.44
critterding.csv,0.13,0.0,0.63,0.44,0.49,0.52,0.53,0.31,0.08,0.24,0.5,0.0,0.23,0.22,0.42
elateportal.csv,0.51,0.66,0.55,0.79,0.68,0.77,0.78,0.52,0.75,0.04,0.0,0.83,0.75,0.26,0.9
enzo.csv,0.79,0.63,0.82,0.55,0.85,0.77,0.77,0.48,1.0,0.12,1.0,0.94,0.89,0.87,0.65
factor.csv,0.0,0.07,0.01,0.16,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.3
gusanos.csv,0.11,0.68,0.44,0.64,0.48,0.43,0.4,0.03,0.17,0.24,0.5,0.11,0.48,0.57,0.59
miranda.csv,0.3,0.2,0.28,0.21,0.68,0.5,0.36,0.17,0.62,0.64,0.17,0.39,0.32,0.17,0.01
modplug.csv,0.63,0.59,0.7,0.55,0.72,0.48,0.78,0.31,0.0,0.64,0.83,0.39,0.62,0.39,0.76
monetdb.csv,0.52,0.59,0.39,0.56,0.0,0.24,0.38,0.62,0.17,0.72,0.33,0.28,0.35,0.26,0.46
quarkplayer.csv,0.62,0.54,0.56,0.54,0.52,0.56,0.0,0.55,0.67,0.52,0.67,0.67,0.62,0.61,0.21
reactos-mirror.csv,0.03,0.61,0.66,0.74,0.28,0.46,0.78,0.76,0.38,0.52,1.0,0.89,0.69,0.7,0.82
sandiaportals.csv,0.67,0.66,0.51,0.71,0.57,0.76,0.68,0.93,0.46,0.48,0.5,0.0,0.62,0.57,0.82
xbplayer.csv,0.21,0.34,0.11,0.0,0.15,0.18,0.34,0.03,0.33,0.0,0.0,0.06,0.37,0.09,0.28
