,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.3,0.69,0.5,0.61,0.56,0.35,0.38,0.52
chaperon.csv,0.47,0.83,0.86,0.48,0.79,0.67,0.89,0.98
forester-atv.csv,0.41,0.0,0.75,0.75,0.43,0.86,0.0,0.55
gephex.csv,0.52,0.54,0.45,0.51,0.35,0.52,0.42,0.43
pokenetonline.csv,0.31,0.49,0.4,0.4,0.43,0.37,0.34,0.4
primefaces.csv,0.36,0.44,0.37,0.39,0.33,0.35,0.44,0.39
rcp-company-uibindings.csv,0.31,0.45,0.5,0.5,0.54,0.38,0.36,0.43
yarp0.csv,0.71,0.59,0.53,0.6,0.8,0.56,0.86,0.69
