,mule.csv,springside.csv,swtfox.csv,twostep.csv,geotools.csv,l2j.csv
geotools.csv,197.5,194.0,98.5,97.5,197.5,395.5
l2j.csv,197.5,190.5,98.5,94.5,97.5,198.0
mule.csv,296.0,95.5,97.5,94.5,97.5,97.5
springside.csv,98.5,193.0,94.5,97.5,198.0,197.5
swtfox.csv,197.5,293.0,98.5,85.5,99.0,198.0
twostep.csv,197.5,194.0,98.5,97.5,198.0,99.0
