,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.74,0.91,0.77,0.49,0.95,0.9,1.0,0.95,0.92,1.0
flylegacy.csv,0.69,0.62,0.52,0.72,0.69,0.77,0.79,0.64,0.77,0.84
jguard.csv,0.71,0.91,0.76,0.75,0.74,0.46,0.8,0.58,0.88,0.8
m-a-d-n-e-s-s.csv,0.8,0.97,0.78,0.85,0.96,1.0,1.0,0.92,0.37,0.96
mob-sen-plat.csv,0.79,0.31,0.87,0.71,0.82,0.69,0.71,0.54,0.51,0.61
raygina.csv,0.34,0.95,0.92,0.82,0.78,0.8,0.77,0.75,0.8,0.66
st-filteredstatistics.csv,0.93,0.73,0.96,0.79,0.63,0.67,0.94,0.29,0.9,0.82
upp-mirror.csv,0.75,0.94,0.67,0.49,0.5,0.62,0.81,0.79,0.5,0.85
wishmaster.csv,0.88,0.87,0.73,0.74,0.63,0.92,0.45,0.95,0.53,0.67
yarp.csv,0.7,1.0,0.72,0.81,0.97,0.87,0.96,0.8,0.77,0.53
