,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,484.0,185.0,612.5,0.0,0.0,1778.5,0.0,34.5,61.5
avisynth2.csv,0.0,99.0,31.5,89.5,240.5,1238.5,95.5,139.0,84.5
les-indemodables.csv,284.5,91.5,1452.0,494.0,1667.0,198.0,98.5,295.0,197.5
lportal.csv,95.5,63.5,579.0,98.5,287.5,2536.5,98.5,0.0,198.0
mbse.csv,482.0,96.5,465.5,98.5,19.0,2100.0,507.0,195.0,197.5
mplayer-ce.csv,385.5,99.0,981.5,98.5,1533.5,198.0,98.5,99.0,98.5
simplewebservices.csv,286.5,186.0,2196.0,494.0,1893.5,198.0,98.5,294.0,297.0
vapor.csv,372.0,54.5,2484.5,197.5,470.0,198.0,416.5,99.0,297.0
zscreen.csv,385.0,91.5,2674.5,395.0,1821.0,99.0,493.0,99.0,297.0
