,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.47,0.47,0.28,0.47,0.13,0.27,0.62,0.41,0.55,0.49,0.35,0.44,0.96,0.31,0.51,0.42,0.33,0.63
arm-webradio.csv,0.42,0.72,0.69,0.68,0.67,0.51,0.12,0.49,0.56,0.65,0.0,0.5,0.38,0.88,0.47,0.38,0.32,1.0
bwapi.csv,0.36,0.46,0.52,0.65,0.6,0.53,0.5,0.31,0.28,0.16,0.4,0.63,0.61,0.64,0.69,1.0,0.3,0.49
co-ode-owl-plugins.csv,0.11,0.21,0.1,0.2,0.24,0.02,0.0,1.0,0.11,0.24,0.0,0.2,0.19,0.23,0.1,0.11,0.0,0.17
firebreath.csv,0.41,0.62,0.62,0.56,0.72,0.97,0.59,0.58,0.58,0.49,0.42,0.13,0.41,0.22,0.72,0.43,0.6,0.09
frogatto.csv,0.35,0.21,0.75,0.5,0.61,0.52,0.65,0.32,0.58,0.64,0.47,0.56,0.52,0.63,0.99,0.23,0.69,0.76
gretl.csv,0.21,0.4,0.61,0.41,0.6,0.32,0.72,0.43,0.32,0.17,0.52,0.99,0.36,0.71,0.56,0.29,0.45,0.68
jasperreports.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.01,0.04,0.97,0.0,0.0,0.0,0.0
konversation.csv,0.04,0.31,1.0,0.13,0.13,0.04,0.17,0.07,0.05,0.16,0.0,0.18,0.35,0.4,0.2,0.01,0.48,0.27
linuxsh.csv,0.23,1.0,0.29,0.24,0.31,0.16,0.0,0.0,0.46,0.37,0.0,0.07,0.18,0.05,0.38,0.06,0.33,0.0
moviesandbox.csv,0.36,0.7,0.53,0.5,0.94,0.29,0.06,0.7,0.3,0.5,0.07,0.43,0.29,0.42,0.47,0.23,0.48,0.53
ontomorphtab.csv,1.0,0.6,0.65,0.64,0.64,0.63,0.63,0.48,0.59,0.67,0.54,0.48,0.52,0.66,0.71,0.43,0.56,0.59
opengs.csv,0.44,0.31,0.63,0.53,0.62,0.16,0.06,0.13,0.98,0.41,0.0,0.31,0.3,0.78,0.22,0.06,0.0,0.0
scite-ru.csv,0.34,0.41,0.6,0.66,0.32,0.48,0.91,0.48,0.55,0.54,0.35,0.57,0.46,0.32,0.61,0.56,0.93,0.35
tokratan.csv,0.0,0.0,0.29,0.02,0.02,0.31,0.0,0.07,0.18,0.89,0.0,0.0,0.0,0.1,0.07,0.02,0.0,0.0
vrjuggler.csv,0.46,0.31,0.0,0.24,0.27,0.48,0.17,0.65,0.35,0.58,1.0,0.04,0.2,0.27,0.32,0.33,0.6,0.5
wxcode.csv,0.0,0.0,0.2,0.11,0.0,0.06,0.12,0.07,0.02,0.16,0.0,0.1,0.11,0.1,0.23,0.02,1.0,0.17
xuggle.csv,0.48,0.31,0.55,0.89,0.49,0.12,0.37,0.65,0.61,0.36,0.14,0.28,0.53,0.13,0.29,0.22,0.71,0.36
