,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.97,0.67,0.47,0.86,0.99,0.44,0.83
glelite.csv,0.97,1.0,1.0,0.94,0.98,0.96,0.03
moving-pictures.csv,0.58,0.75,0.66,0.41,0.81,0.71,0.66
plearn.csv,0.45,0.71,0.86,0.84,0.74,0.92,0.77
re2c.csv,0.7,0.02,0.67,0.66,0.71,0.53,0.62
rebecca-aiml.csv,0.6,0.66,0.68,0.81,0.76,0.23,0.49
xfce.csv,0.53,1.06,0.69,0.68,0.48,0.9,0.77
