,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.67,1.0,0.69,0.67,1.0,0.59,1.0
glelite.csv,0.29,0.11,0.53,0.46,0.69,0.26,1.0
moving-pictures.csv,0.38,0.1,0.59,0.7,0.87,0.73,1.0
plearn.csv,0.49,0.11,0.57,0.37,0.84,0.25,0.98
re2c.csv,0.37,0.86,0.68,0.51,0.74,0.4,1.0
rebecca-aiml.csv,0.39,0.12,0.58,0.5,0.86,0.66,1.0
xfce.csv,0.43,0.05,0.55,0.5,0.81,0.26,0.98
