,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.04,0.38,0.68,0.17,0.01,0.63,0.2
glelite.csv,0.13,0.0,0.0,0.24,0.13,0.23,0.98
moving-pictures.csv,0.56,0.37,0.47,0.69,0.24,0.35,0.39
plearn.csv,0.66,0.58,0.18,0.38,0.3,0.36,0.53
re2c.csv,0.38,1.0,0.39,0.61,0.38,0.71,0.43
rebecca-aiml.csv,0.5,0.6,0.63,0.51,0.28,0.84,0.57
xfce.csv,0.58,0.28,0.57,0.58,0.66,0.39,0.52
