,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.84,0.73,0.55,0.56,0.42
encog-java.csv,0.41,0.96,0.97,0.79,0.79
h2database.csv,0.5,0.39,0.89,0.47,0.73
jaql.csv,0.73,0.52,0.56,0.43,0.54
raven-monitoring.csv,0.75,0.81,0.49,0.71,0.97
