,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.49,0.52,0.62,0.56,0.74
encog-java.csv,0.68,0.05,0.04,0.25,0.26
h2database.csv,0.62,0.71,0.13,0.69,0.32
jaql.csv,0.62,0.68,0.54,0.66,0.58
raven-monitoring.csv,0.37,0.38,0.64,0.4,0.07
