,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,938.0,3.0,49.0,15.0,8.0,2.0,9.0
kftpgrabber.csv,1.0,3.0,0.0,1.0,0.0,6.0,0.0
kindb.csv,8.0,0.0,0.0,3.0,0.0,1.0,0.0
m-a-d-n-e-s-s.csv,1.0,0.0,0.0,2.0,0.0,4.0,0.0
netatalk.csv,55.0,1.0,6.0,22.0,0.0,5.0,2.0
quickfast.csv,57.0,4.0,2.0,10.0,7.0,4.0,1.0
wow-qrsk.csv,17.0,7.0,49.0,4.0,4.0,5.0,0.0
