,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.5,0.0,0.44,0.43,0.79,0.45
kftpgrabber.csv,0.73,0.86,0.67,0.44,0.5,0.58,0.67
kindb.csv,0.66,0.45,0.32,0.36,0.5,0.85,0.52
m-a-d-n-e-s-s.csv,0.99,0.47,0.29,0.86,0.32,0.9,0.87
netatalk.csv,0.47,0.49,0.42,0.49,0.5,0.43,0.35
quickfast.csv,0.43,0.39,0.32,0.4,0.36,0.37,0.35
wow-qrsk.csv,0.59,0.62,0.0,0.57,0.42,0.51,0.8
