,wow-qrsk.csv,m-a-d-n-e-s-s.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,illumination.csv,quickfast.csv
illumination.csv,0.0,0.73,0.0,0.74,0.92,0.11,0.66
kftpgrabber.csv,0.18,0.05,0.0,0.24,0.0,0.34,0.19
kindb.csv,0.12,0.2,0.12,0.37,0.0,0.14,0.19
m-a-d-n-e-s-s.csv,0.06,0.18,0.19,0.05,0.37,0.11,0.16
netatalk.csv,0.57,0.38,0.88,0.56,0.29,0.55,0.38
quickfast.csv,0.83,0.97,0.25,0.68,0.58,0.68,0.25
wow-qrsk.csv,0.26,0.27,0.0,0.23,0.71,0.49,0.0
