,jmoney.csv,dxengine.csv,jsidplay2.csv,haggle.csv,mediate.csv,tmva.csv,matrex.csv,freedom-erp.csv,madman.csv,jchassis.csv,primefaces.csv
dxengine.csv,0.54,0.63,0.67,0.32,0.53,0.37,0.67,0.0,0.39,0.0,0.68
freedom-erp.csv,0.67,0.11,0.54,0.0,0.27,0.04,0.2,0.77,0.33,0.0,0.47
haggle.csv,0.13,0.28,0.4,0.73,0.38,0.26,0.42,0.0,0.0,0.13,0.51
jchassis.csv,0.0,0.0,0.0,0.0,0.19,0.0,0.08,0.0,0.0,0.44,0.0
jmoney.csv,0.76,0.6,0.81,0.57,0.56,0.51,0.3,0.57,0.36,0.0,0.36
jsidplay2.csv,0.56,0.31,0.84,0.46,0.7,0.56,0.67,0.74,0.1,0.0,0.1
madman.csv,0.25,0.33,0.47,0.6,0.24,0.38,0.44,0.06,0.59,0.0,0.6
matrex.csv,0.65,0.44,0.51,0.15,0.67,0.05,0.83,0.49,0.24,0.0,0.1
mediate.csv,0.41,0.4,0.47,0.63,0.71,0.45,0.61,0.73,0.3,0.09,0.46
primefaces.csv,0.53,0.52,0.79,0.78,0.73,0.85,0.74,0.68,0.25,0.04,0.81
tmva.csv,0.52,0.4,0.86,0.78,0.72,0.82,0.66,0.73,0.2,0.0,0.73
