,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.86,0.26,1.0,0.13,0.9,0.91,1.0,0.88,0.88,0.97,0.96,0.83,0.68,0.99
chrysalis.csv,0.24,0.13,0.29,0.08,0.31,0.25,0.59,0.62,0.41,0.0,0.31,0.5,1.0,0.22
etics.csv,0.26,0.09,0.04,0.08,0.0,0.29,0.29,0.12,0.32,0.17,0.22,0.5,0.31,0.01
flexpay.csv,0.0,0.72,0.2,0.84,0.58,0.3,0.0,0.62,0.25,1.0,0.42,0.67,0.12,0.36
ifmo-game-1.csv,0.02,0.33,0.09,0.41,0.04,0.27,0.17,0.0,0.2,0.59,0.0,0.83,0.7,0.06
jcl.csv,0.14,0.55,0.95,0.43,0.9,0.71,0.79,0.75,0.29,0.85,0.69,0.33,0.3,0.78
linuxsh.csv,0.31,0.28,0.38,0.49,0.13,0.0,0.02,0.25,0.54,0.02,0.22,0.17,0.29,0.15
mvdsv.csv,0.02,0.03,0.05,0.04,0.35,0.01,0.03,0.38,0.03,0.1,0.09,0.0,0.53,0.02
openmeetings.csv,0.19,0.17,0.18,0.16,0.0,0.13,0.14,0.25,0.35,0.53,0.09,0.33,0.27,0.08
plato.csv,1.0,0.86,1.0,0.96,0.83,0.97,1.0,0.25,0.91,1.0,0.91,0.83,0.92,0.53
projecteqemu.csv,0.4,0.28,0.62,0.33,0.0,0.27,0.59,0.0,0.4,0.12,0.29,0.83,0.47,0.13
scite-ru.csv,1.0,0.84,0.71,0.92,0.19,0.94,0.73,0.75,1.0,0.8,0.76,1.0,0.98,0.63
uclmda.csv,0.24,0.37,0.13,0.36,0.15,0.08,0.02,0.25,0.34,0.0,0.0,0.0,0.11,0.04
vrjuggler.csv,0.31,0.56,0.15,0.78,0.52,0.45,0.21,0.75,0.28,0.39,0.33,1.0,0.37,0.09
