,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.77,0.95,0.0,0.98,0.88,0.84,0.62,0.93,0.0,0.71,0.7,0.86,0.82
bacula.csv,0.46,0.49,0.62,0.51,0.51,0.58,0.51,0.6,0.42,0.48,0.77,0.42,0.54
elmo.csv,0.94,0.92,0.83,0.94,0.97,0.86,0.83,0.8,0.95,0.98,0.96,0.95,0.97
jajuk.csv,0.43,0.5,0.45,0.42,0.44,0.51,0.56,0.47,0.44,0.62,0.51,0.49,0.54
ktc.csv,0.49,0.93,0.57,0.55,0.52,0.59,0.65,0.91,0.48,0.64,0.53,0.52,0.62
neoengine.csv,0.42,0.46,0.51,0.58,0.46,0.62,0.47,0.39,0.43,0.54,0.47,0.43,0.51
omseek.csv,0.97,0.93,0.67,0.96,0.96,0.93,0.93,0.67,0.94,0.96,0.97,0.93,0.97
pcgen.csv,0.97,0.91,0.8,0.98,0.84,0.72,0.95,0.91,0.93,0.89,0.51,0.59,0.63
rosegarden.csv,0.56,0.73,0.76,0.62,0.68,0.68,0.65,0.63,0.52,0.66,0.61,0.63,0.69
selenium.csv,0.55,0.48,0.37,0.44,0.43,0.49,0.75,0.53,0.45,0.56,0.59,0.45,0.46
vapor.csv,0.94,0.79,0.0,0.98,0.68,0.86,0.82,0.67,0.94,0.97,0.77,0.72,0.97
zorannt.csv,0.97,0.49,0.52,0.97,0.74,0.9,0.72,0.77,0.67,0.97,0.84,0.67,0.91
zscreen.csv,0.49,0.49,0.46,0.6,0.43,0.55,0.52,0.49,0.54,0.57,0.4,0.46,0.58
