,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.93,0.94,1.0,0.93,1.02,0.92,0.65,0.86,1.0,0.78,0.73,0.0,0.87
bacula.csv,0.59,0.53,0.68,0.54,0.62,0.57,0.52,0.63,0.02,0.58,0.68,0.87,0.48
elmo.csv,0.97,0.87,0.01,0.99,0.91,1.0,0.92,0.89,0.9,0.96,0.95,0.89,0.95
jajuk.csv,0.43,0.63,0.6,0.54,0.05,0.45,0.8,0.64,0.62,0.46,0.56,0.77,0.46
ktc.csv,0.05,0.84,0.82,0.61,0.52,0.41,0.71,0.78,0.68,0.53,0.52,0.8,0.64
neoengine.csv,0.77,0.5,0.97,0.02,0.63,0.63,0.82,1.01,0.74,0.56,0.84,0.75,0.81
omseek.csv,0.83,0.82,0.65,0.84,0.82,0.87,0.89,0.96,0.87,0.84,0.85,0.98,0.09
pcgen.csv,0.79,0.84,1.0,0.79,0.7,0.67,0.78,0.86,0.91,0.67,0.06,0.69,0.7
rosegarden.csv,0.47,0.65,0.56,0.61,0.62,0.54,0.72,0.77,0.65,0.02,0.61,0.75,0.59
selenium.csv,0.57,0.05,0.44,0.46,0.41,0.47,0.87,0.63,0.57,0.51,0.65,0.79,0.48
vapor.csv,0.72,0.84,1.0,0.87,0.81,0.91,0.16,0.96,0.85,0.9,0.8,0.74,0.7
zorannt.csv,0.87,0.89,0.66,0.77,0.67,0.09,0.77,0.79,0.77,0.84,0.77,0.68,0.77
zscreen.csv,0.54,0.5,0.51,0.54,0.51,0.68,0.53,0.02,0.58,0.63,0.52,0.86,0.56
