,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.22,0.1,0.0,0.12,0.14,0.22,0.44,0.17,0.0,0.33,0.45,1.0,0.21
bacula.csv,0.65,0.62,0.4,0.6,0.55,0.52,0.6,0.41,0.99,0.62,0.35,0.75,0.67
elmo.csv,0.03,0.13,1.0,0.02,0.1,0.0,0.08,0.11,0.12,0.06,0.09,0.11,0.06
jajuk.csv,0.7,0.42,0.6,0.66,0.95,0.61,0.28,0.46,0.46,0.59,0.51,0.34,0.7
ktc.csv,0.95,0.17,0.2,0.41,0.49,0.61,0.32,0.22,0.35,0.49,0.6,0.25,0.39
neoengine.csv,0.78,0.62,1.0,0.98,0.75,0.39,0.76,0.85,0.76,0.67,0.8,0.39,0.88
omseek.csv,0.17,0.18,0.4,0.16,0.18,0.13,0.12,0.04,0.13,0.17,0.18,0.02,0.91
pcgen.csv,0.21,0.18,0.0,0.22,0.31,0.35,0.24,0.15,0.09,0.34,0.95,0.59,0.36
rosegarden.csv,0.54,0.37,0.6,0.46,0.4,0.48,0.44,0.35,0.44,0.98,0.47,0.36,0.61
selenium.csv,0.46,0.97,0.8,0.63,0.62,0.74,0.16,0.37,0.52,0.52,0.38,0.34,0.64
vapor.csv,0.29,0.4,0.0,0.14,0.36,0.09,0.84,0.04,0.15,0.11,0.35,0.3,0.3
zorannt.csv,0.13,0.8,0.4,0.23,0.34,0.91,0.36,0.33,0.42,0.17,0.24,0.43,0.24
zscreen.csv,0.63,0.72,0.6,0.54,0.68,0.65,0.72,0.98,0.46,0.55,0.89,0.75,0.7
