,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.53,0.48,0.4,0.42,0.43,0.4
jlinalg.csv,0.46,0.5,0.45,0.76,0.64,0.44
knowledge.csv,0.44,0.51,0.38,0.42,0.52,0.62
massiv.csv,0.86,0.95,0.0,0.0,0.95,0.0
playerstage.csv,0.48,0.63,0.53,0.4,0.59,0.44
ultimairis.csv,0.53,0.44,0.39,0.36,0.41,0.73
