,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.83,0.78,0.36,0.53,0.87,0.55,0.64,0.59,0.44,0.35,0.7,0.91,0.26,0.55,0.39,0.15
betoffice.csv,0.64,0.76,0.26,0.5,0.8,0.4,0.7,0.59,0.2,0.91,0.58,0.88,0.18,0.67,0.47,0.22
bionote.csv,0.6,0.88,0.33,0.33,0.43,0.14,0.21,0.44,0.45,0.42,0.48,0.81,0.48,0.69,0.44,0.12
bnetd.csv,0.84,0.9,0.37,0.37,0.55,0.43,0.51,0.67,0.44,0.59,0.77,0.95,0.27,0.73,0.39,0.15
emisview.csv,0.39,0.0,0.09,0.51,0.56,0.55,0.29,0.18,0.46,0.02,0.37,0.57,0.31,0.57,0.38,0.11
findbugs.csv,0.74,0.8,0.32,0.27,0.71,0.17,0.8,0.65,0.46,0.13,0.62,0.36,0.21,0.51,0.63,0.18
hazelcast.csv,0.8,0.75,0.49,0.48,0.97,0.48,0.64,0.6,0.42,0.67,0.66,0.85,0.25,0.74,0.44,0.2
jitterbit.csv,0.85,0.92,0.33,0.56,0.88,0.44,0.47,0.22,0.61,0.3,0.66,0.59,0.26,0.69,0.58,0.02
jppf-project.csv,0.64,0.6,0.3,0.28,0.71,0.22,0.67,0.63,0.31,0.55,0.48,0.83,0.22,0.58,0.45,0.1
kolmafia.csv,0.86,0.89,0.36,0.55,0.72,0.47,0.55,0.66,0.48,0.7,0.73,0.88,0.27,0.78,0.5,0.18
megasquirtavr.csv,0.76,0.9,0.56,0.23,0.82,0.33,0.72,0.54,0.44,0.26,0.69,0.66,0.12,0.31,0.38,0.07
qedo.csv,0.38,0.37,0.11,0.26,0.27,0.21,0.21,0.39,0.22,0.69,0.44,0.5,0.12,0.37,0.2,0.37
trackit.csv,0.13,0.0,0.06,0.29,0.39,0.25,0.71,0.0,0.15,0.64,0.25,0.0,0.0,0.04,0.22,0.08
wxlua.csv,0.45,0.76,0.3,0.43,0.28,0.21,0.54,0.11,0.38,0.71,0.49,0.51,0.2,0.41,0.45,0.13
x4x.csv,0.79,0.8,0.39,0.41,0.59,0.34,0.7,0.62,0.4,0.58,0.71,0.65,0.1,0.46,0.48,0.16
xharbour.csv,0.81,0.86,0.43,0.55,0.8,0.43,0.8,0.52,0.44,0.73,0.6,0.53,0.34,0.7,0.58,0.08
