,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,1.0,3.0,1.0,0.0,1.0,85.0,1.0,0.0,1.0
flylegacy.csv,2.0,6.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0
ftm.csv,3.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
jguard.csv,1.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,6.0
m-a-d-n-e-s-s.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
mob-sen-plat.csv,5.0,0.0,1.0,5.0,1.0,2.0,6.0,1.0,5.0
raygina.csv,0.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0
upp-mirror.csv,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
yarp.csv,5.0,1.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0
