,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.06,0.17,0.52,0.31,0.01,0.09,0.0,0.15,1.0
atlc.csv,0.0,0.7,0.63,0.83,0.68,0.51,0.5,0.63,0.51,0.34
ipfilter.csv,0.9,0.82,0.77,0.83,0.6,0.74,0.7,0.0,0.79,0.66
jmol.csv,1.0,0.54,0.8,0.0,0.4,0.52,0.68,0.84,0.59,0.38
pfaedit.csv,0.1,0.48,0.0,0.39,0.35,0.3,0.17,0.42,0.49,0.09
rockbox.csv,0.24,0.46,0.37,0.74,0.43,0.39,0.38,0.26,0.54,0.0
snakeyaml.csv,1.0,0.58,0.57,0.22,0.0,0.66,0.74,1.0,0.59,0.84
theresa.csv,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0
trinitycore.csv,0.0,0.16,0.14,0.43,0.6,0.17,0.18,0.11,0.0,0.25
wxcode.csv,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.05,0.0
