,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.69,0.41,0.59,0.51
ngl.csv,0.62,0.87,0.48,0.82
qmmp.csv,0.61,0.57,0.52,0.41
quarkplusplus.csv,0.56,0.61,0.6,0.57
