,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.98,0.95,0.9,0.81,0.89,0.77,0.0,0.66,0.54,0.54,0.49,0.31,0.68,0.78,0.51,0.6,0.76,0.51,0.46,0.86
baadengine.csv,0.5,0.37,0.64,0.37,0.41,0.44,0.54,0.35,0.35,0.36,0.43,0.29,0.41,0.33,0.41,0.33,0.36,0.4,0.44,0.52
bibedt.csv,0.99,0.64,0.43,0.53,0.53,0.56,0.58,0.76,0.43,0.91,0.8,0.83,0.73,0.53,0.91,0.73,0.81,0.67,0.87,0.8
cascading.csv,0.44,0.41,0.44,0.51,0.38,0.53,0.56,0.4,0.38,0.67,0.54,0.32,0.44,0.35,0.47,0.45,0.42,0.51,0.65,0.75
dataobjectsdotnet.csv,0.42,0.35,0.46,0.69,0.59,0.88,0.55,0.55,0.99,0.45,0.5,0.57,0.36,0.75,0.52,0.56,0.64,0.62,0.62,0.0
gnome-jabber.csv,0.69,0.49,0.46,0.56,0.48,0.67,0.73,0.5,0.6,0.44,0.57,0.33,0.41,0.54,0.62,0.5,0.44,0.54,0.51,0.47
gogoego.csv,0.47,0.44,0.46,0.49,0.43,0.52,0.54,0.63,0.43,0.37,0.49,0.57,0.38,0.53,0.46,0.37,0.38,0.5,0.9,0.52
httpcontentparser.csv,0.56,0.43,0.55,0.7,0.44,0.88,0.5,0.44,0.4,0.86,0.62,0.38,0.48,0.46,0.5,0.5,0.54,0.55,0.75,0.5
impala.csv,0.98,0.44,0.69,0.53,0.47,0.52,0.63,0.49,0.52,0.88,0.49,0.62,0.46,0.43,0.97,0.82,0.79,0.56,0.58,0.67
jaxlib.csv,0.59,0.74,0.98,0.5,0.45,0.61,0.5,0.59,0.98,0.62,0.49,0.8,0.64,0.43,0.95,0.75,0.61,0.83,0.65,0.86
jgameai.csv,0.99,0.73,0.89,0.92,0.88,0.71,0.81,0.98,0.99,0.83,0.98,0.79,0.77,0.74,0.75,0.97,0.96,0.97,0.5,0.98
jhotdraw.csv,0.66,0.62,0.42,0.53,0.43,0.61,0.0,0.39,0.87,0.78,0.96,0.58,0.5,0.86,0.58,0.7,0.51,0.73,0.8,0.96
loki-lib.csv,0.84,0.48,0.39,0.43,0.44,0.57,0.55,0.44,0.41,0.38,0.69,0.41,0.52,0.43,0.94,0.48,0.7,0.52,0.53,0.52
patterntesting.csv,0.42,0.37,0.4,0.41,0.4,0.51,0.54,0.36,0.37,0.46,0.45,0.31,0.44,0.39,0.41,0.35,0.39,0.47,0.46,0.57
pokeglobal.csv,0.43,0.36,0.36,0.63,0.45,0.44,0.53,0.49,0.4,0.45,0.48,0.4,0.34,0.38,0.5,0.39,0.44,0.53,0.46,0.77
snakeyaml.csv,0.53,0.48,0.63,0.53,0.48,0.41,0.51,0.68,0.42,0.88,0.51,0.39,0.67,0.6,0.63,0.89,0.61,0.57,0.67,0.8
unflobtactical.csv,0.4,0.37,0.43,0.49,0.42,0.53,0.6,0.43,0.45,0.52,0.49,0.39,0.5,0.34,0.56,0.43,0.48,0.49,0.68,0.6
werx.csv,0.42,0.42,0.37,0.41,0.42,0.49,0.54,0.38,0.36,0.43,0.45,0.3,0.39,0.38,0.41,0.33,0.4,0.43,0.44,0.52
zealos.csv,0.67,0.48,0.36,0.6,0.69,0.6,0.57,0.41,0.38,0.39,0.52,0.32,0.45,0.37,0.49,0.64,0.43,0.53,0.61,0.72
