,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.08,1.0,0.05,0.0,0.12,0.31,0.0,0.43,0.4,0.43,0.95,1.0,0.6,0.4,0.74,0.28,0.3,0.47,0.93,0.6
baadengine.csv,0.73,0.8,0.2,1.0,0.51,0.19,1.0,0.94,0.98,0.8,0.85,1.0,1.0,0.89,0.85,1.0,0.69,0.54,1.0,1.0
bibedt.csv,0.21,0.4,0.76,1.0,0.51,0.81,0.83,0.36,0.84,0.3,0.55,0.5,0.6,0.4,0.07,0.36,0.36,0.53,0.28,0.05
cascading.csv,0.8,0.6,0.7,1.0,0.78,0.69,0.7,0.72,0.77,0.43,0.6,0.5,0.7,0.77,0.81,0.52,0.73,0.41,0.34,0.04
dataobjectsdotnet.csv,0.71,1.0,0.6,1.0,0.39,0.15,0.73,0.65,0.26,0.97,0.9,0.5,0.6,0.09,0.81,0.48,0.48,0.62,0.69,0.0
gnome-jabber.csv,0.37,0.4,0.63,0.0,0.66,0.23,0.5,0.64,0.48,0.97,0.6,1.0,0.6,0.43,0.63,0.6,0.81,0.58,0.62,0.59
gogoego.csv,0.56,0.0,0.4,1.0,0.71,0.77,1.0,0.4,0.61,0.83,0.5,0.0,0.6,0.34,0.85,0.64,0.97,0.41,0.24,1.0
httpcontentparser.csv,0.3,0.2,0.32,0.0,0.63,0.04,0.07,0.55,0.9,0.2,0.75,0.5,0.5,0.51,0.85,0.44,0.54,0.39,0.31,0.02
impala.csv,0.1,0.8,0.36,1.0,0.78,0.96,0.47,0.58,0.56,0.23,0.85,0.0,1.0,0.83,0.19,0.64,0.38,0.65,0.69,0.74
jaxlib.csv,0.29,0.2,0.22,0.0,0.73,0.58,0.6,0.66,0.19,0.7,0.65,1.0,0.5,0.63,0.11,0.28,0.52,0.27,0.38,0.08
jgameai.csv,0.07,0.8,0.05,0.0,0.15,0.62,0.4,0.11,0.06,0.1,0.15,0.5,0.5,0.37,0.04,0.28,0.18,0.05,0.07,0.5
jhotdraw.csv,0.51,0.6,0.82,1.0,0.88,0.81,0.0,0.84,0.58,0.4,0.2,0.5,0.0,0.11,0.52,0.28,0.75,0.29,0.1,0.24
loki-lib.csv,0.41,0.4,0.72,1.0,0.63,0.65,0.97,0.64,0.61,0.83,0.55,0.5,0.6,0.43,0.11,0.64,0.32,0.49,0.69,0.97
patterntesting.csv,0.99,1.0,0.81,1.0,0.98,0.96,0.97,0.96,0.92,0.8,1.0,1.0,0.8,0.94,1.0,0.56,0.91,0.82,0.9,0.89
pokeglobal.csv,0.74,0.6,0.97,1.0,0.76,0.46,0.97,0.6,0.87,0.97,0.85,0.0,0.8,0.46,0.74,0.88,0.84,0.46,0.45,0.13
snakeyaml.csv,0.31,0.2,0.23,1.0,0.41,0.31,0.53,0.29,0.81,0.23,0.7,0.5,0.0,0.37,0.7,0.12,0.26,0.37,0.03,0.16
unflobtactical.csv,0.83,0.8,0.69,1.0,0.73,0.85,0.4,0.84,0.79,0.93,0.85,1.0,0.7,0.71,0.7,0.48,0.6,0.45,0.41,0.21
werx.csv,0.98,1.0,0.97,1.0,0.95,1.0,1.0,0.87,1.0,0.97,1.0,1.0,1.0,0.97,0.96,0.96,0.97,0.97,1.0,1.0
zealos.csv,0.51,0.6,0.96,0.0,0.37,0.81,0.83,0.84,0.89,0.9,0.6,1.0,0.7,0.77,0.7,0.28,0.88,0.53,0.59,0.37
