,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.72,0.75,0.43,0.3,0.81,0.73,0.09,0.99,0.66,0.02,0.97,0.0,0.05
ivef-sdk.csv,0.74,0.33,0.53,0.7,0.66,0.0,0.6,0.0,0.79,0.77,0.07,1.0,0.05
jmri.csv,0.1,0.08,0.32,0.3,0.53,0.03,0.57,0.11,0.13,0.26,0.24,0.33,0.0
jython.csv,0.72,0.58,0.1,0.8,0.62,0.77,0.97,0.16,0.42,0.09,0.83,0.17,0.29
kdenlive.csv,0.31,0.58,0.4,0.85,0.51,0.83,0.37,0.99,0.67,0.53,0.71,0.17,0.52
opentibia.csv,0.31,0.33,0.37,0.25,0.45,0.03,0.8,0.2,0.02,0.05,0.46,0.0,0.95
projectfactory.csv,0.21,0.0,0.5,0.2,0.47,0.27,0.63,0.36,0.42,0.42,0.54,0.33,0.29
runuomondains.csv,0.03,0.08,0.45,0.3,0.42,0.97,0.6,0.14,0.08,0.7,0.17,0.0,0.71
somap.csv,0.97,0.92,0.79,0.85,0.89,1.0,0.86,1.0,1.0,0.81,0.93,0.0,1.0
taverna.csv,0.0,0.08,0.3,0.4,0.26,0.5,0.6,0.04,0.08,0.42,0.19,0.0,0.14
tigermud.csv,0.54,0.67,0.76,0.35,0.32,0.03,0.09,0.93,0.11,0.21,0.27,0.33,0.48
unbvision.csv,0.51,0.17,0.21,0.65,0.58,0.6,0.66,0.08,0.29,0.56,0.42,0.33,0.1
x-ray-mule.csv,0.23,0.0,0.14,0.3,0.49,0.0,0.26,0.0,0.76,0.65,0.0,0.0,0.05
