,f1,g,recall,precision,pf,wins
algebsql.csv,0.45,0.44,0.53,0.71,0.66,6
ivef-sdk.csv,0.59,0.53,0.67,0.68,0.6,12
jmri.csv,0.44,0.43,0.38,0.56,0.24,9
jython.csv,0.48,0.47,0.7,0.63,0.58,10
kdenlive.csv,0.5,0.53,0.59,0.47,0.53,7
opentibia.csv,0.41,0.42,0.42,0.51,0.31,5
projectfactory.csv,0.44,0.56,0.56,0.5,0.36,11
runuomondains.csv,0.5,0.41,0.36,0.43,0.3,4
somap.csv,0.57,0.3,0.9,0.48,0.92,3
taverna.csv,0.35,0.28,0.24,0.5,0.19,2
tigermud.csv,0.34,0.37,0.33,0.4,0.33,1
unbvision.csv,0.46,0.47,0.48,0.58,0.42,8
x-ray-mule.csv,0.23,0.16,0.13,0.45,0.14,0
