,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,hydrate.csv,cme.csv
algebsql.csv,0.93,0.88,0.65,0.55,0.86,0.79,0.17,0.99,0.81,0.9,0.97,0.96,0.85,0.6
cme.csv,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.86,1.0,1.0,1.0,1.0,0.92,0.02
hydrate.csv,0.61,0.46,0.79,0.76,0.98,0.96,0.78,0.42,0.67,0.72,0.66,0.76,0.54,0.83
ivef-sdk.csv,0.77,0.52,0.63,0.7,0.8,0.0,0.98,0.95,0.8,0.77,1.0,1.11,1.0,0.65
jmri.csv,0.6,0.75,0.47,0.89,1.01,0.43,0.75,0.51,0.49,0.7,0.54,0.71,0.79,0.92
jython.csv,0.68,0.7,0.7,0.8,0.92,0.8,0.97,0.21,0.55,0.85,0.81,0.69,0.82,0.94
kdenlive.csv,0.38,0.65,0.64,1.04,0.61,1.06,0.75,0.99,0.6,0.69,0.78,0.6,0.74,0.65
opentibia.csv,0.69,0.31,0.68,0.69,0.7,0.97,0.77,0.43,0.93,1.0,0.63,0.72,0.72,1.04
projectfactory.csv,0.89,0.86,0.68,0.94,0.58,0.95,0.67,0.99,0.62,0.59,0.54,0.77,0.56,0.49
runuomondains.csv,0.6,0.71,0.58,0.97,0.79,1.24,0.87,0.34,0.48,0.88,0.33,0.63,0.68,0.73
somap.csv,1.0,1.0,0.83,0.85,0.91,1.08,0.81,1.0,1.0,0.84,0.93,0.17,1.0,0.77
taverna.csv,0.79,0.81,0.96,0.9,0.32,0.91,0.77,0.86,0.81,0.69,0.88,0.9,0.97,1.0
unbvision.csv,0.46,0.71,0.67,1.04,0.86,1.32,0.67,0.99,0.32,0.67,0.78,0.69,0.8,0.77
x-ray-mule.csv,0.86,0.85,0.91,0.34,0.74,1.0,1.03,0.95,0.92,0.77,1.0,0.57,0.94,0.61
