,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.67,0.0,1.0,0.6,0.5,0.5,0.0,0.57,0.44,0.0
coot.csv,0.35,0.15,0.69,0.0,0.2,0.67,0.03,0.54,0.0,0.74
haggle.csv,0.67,0.34,0.72,0.0,0.3,0.57,0.0,0.61,0.27,0.58
ibatisdb.csv,0.75,0.27,0.67,0.0,0.62,0.52,0.0,0.44,0.27,0.57
jas.csv,0.27,0.42,0.74,0.13,0.12,0.62,0.3,0.65,0.22,0.45
mesa3d.csv,0.62,0.37,0.68,0.13,0.25,0.63,0.04,0.31,0.35,0.54
ngl.csv,0.42,0.28,0.67,0.1,0.18,0.69,0.08,0.55,0.33,0.58
pustefix.csv,0.67,0.38,0.69,0.03,0.12,0.66,0.05,0.54,0.32,0.58
scenemonitor.csv,0.75,0.28,0.71,0.0,0.15,0.49,0.0,0.41,0.24,0.29
wsmt.csv,0.45,0.3,0.57,0.0,0.11,0.67,0.06,0.82,0.14,0.38
