,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.41,0.25,0.59,0.23,0.0,1.0
irrlicht.csv,0.81,0.99,0.56,0.53,0.16,0.25
qedo.csv,0.08,0.18,0.0,0.0,0.98,0.22
qse.csv,0.83,0.61,1.0,0.58,0.04,0.26
toped.csv,1.0,0.8,0.59,0.4,0.11,0.15
truevision.csv,0.77,0.68,0.66,0.99,0.16,0.22
