,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.31,0.32,0.12,0.51,0.83,0.63,0.35,0.58,0.65
archive-crawler.csv,0.03,0.22,0.17,0.4,0.64,0.51,0.48,0.43,0.55
autowikibrowser.csv,0.19,0.36,0.12,0.43,0.74,0.54,0.3,0.67,0.67
jcae.csv,0.0,0.36,0.36,0.39,0.86,0.79,0.42,0.58,0.73
kmatplot.csv,0.12,0.45,0.13,0.38,0.68,0.59,0.39,0.51,0.78
mscore.csv,0.17,0.22,0.11,0.37,0.78,0.52,0.3,0.55,0.62
quickfast.csv,0.14,0.23,0.11,0.43,0.65,0.49,0.29,0.47,0.84
rhex.csv,0.31,0.38,0.07,0.38,0.72,0.39,0.13,0.39,0.7
riff-evolve.csv,0.29,0.32,0.12,0.49,0.87,0.75,0.36,0.62,0.79
