,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.11,0.36,0.73,0.32,0.12,0.4,0.64,0.37,0.56
archive-crawler.csv,0.35,0.23,0.25,0.26,0.54,0.55,0.29,0.72,0.31
autowikibrowser.csv,0.42,0.33,0.85,0.54,0.34,0.54,0.64,0.3,0.59
jcae.csv,0.02,0.14,0.2,0.49,0.07,0.08,0.38,0.35,0.12
kmatplot.csv,0.09,0.24,0.57,0.68,0.32,0.27,0.4,0.37,0.06
mscore.csv,0.47,0.78,0.95,0.89,0.28,0.82,0.98,0.56,0.62
quickfast.csv,0.8,0.56,0.94,0.52,0.66,0.51,1.0,0.8,0.22
rhex.csv,0.27,0.14,0.49,0.39,0.22,0.82,0.24,0.35,0.28
riff-evolve.csv,0.12,0.35,0.75,0.39,0.08,0.22,0.38,0.3,0.22
