,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.56,0.89,0.41,0.68,0.66,0.49,0.5,0.51,0.53,0.61,0.58,0.55,0.67,0.58,0.7
bibletime.csv,0.46,0.48,0.33,0.48,0.52,0.42,0.43,0.57,0.52,0.4,0.39,0.44,0.52,0.53,0.52
boost.csv,0.62,0.67,0.4,0.54,0.7,0.49,0.61,0.55,0.4,0.47,0.42,0.57,0.56,0.53,0.62
doomlegacy.csv,0.44,0.48,0.3,0.35,0.44,0.41,0.32,0.45,0.41,0.33,0.39,0.43,0.42,0.42,0.43
gpac.csv,0.63,0.77,0.5,0.62,0.58,0.49,0.5,0.65,0.44,0.51,0.44,0.58,0.49,0.45,0.67
kftpgrabber.csv,0.75,0.54,0.6,0.68,0.57,0.53,0.56,0.95,0.72,0.64,0.53,0.67,0.69,0.8,0.56
nativeclient.csv,0.51,0.48,0.39,0.46,0.48,0.46,0.44,0.68,0.42,0.35,0.46,0.52,0.44,0.47,0.58
netatalk.csv,0.59,0.54,0.47,0.59,0.57,0.47,0.71,0.67,0.51,0.45,0.52,0.7,0.58,0.65,0.62
open-ms.csv,0.77,0.81,0.89,0.94,0.98,0.86,0.83,0.6,0.6,0.79,0.82,0.87,0.84,0.84,0.92
openmsx.csv,0.51,0.66,0.43,0.55,0.65,0.61,0.64,0.7,0.8,0.41,0.53,0.6,0.64,0.86,0.62
rosegarden.csv,0.66,0.64,0.65,0.65,0.61,0.54,0.88,0.75,0.46,0.48,0.57,0.57,0.6,0.65,0.69
rsyslog.csv,0.61,0.62,0.54,0.45,0.62,0.47,0.57,0.62,0.59,0.88,0.47,0.61,0.51,0.52,0.6
sandiaportals.csv,0.52,0.52,0.39,0.42,0.47,0.47,0.42,0.64,0.55,0.43,0.38,0.53,0.48,0.44,0.57
xmoto.csv,0.58,0.58,0.34,0.39,0.56,0.45,0.46,0.62,0.45,0.36,0.54,0.57,0.55,0.5,0.55
xqilla.csv,0.93,0.0,0.75,0.5,0.5,0.0,0.5,0.0,0.86,0.67,0.0,0.88,0.5,0.0,0.0
