,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.33,0.17,0.36,0.0,0.65,0.29,0.37,0.55,0.42,0.46,0.5,0.4,0.2,0.44,0.34
bibletime.csv,0.59,0.33,0.89,0.62,0.65,0.81,0.87,0.55,0.5,0.93,0.0,0.77,0.55,0.17,0.73
boost.csv,0.25,0.58,0.55,0.53,0.0,0.47,0.32,0.49,0.73,0.73,0.5,0.49,0.25,0.61,0.29
doomlegacy.csv,0.54,0.33,0.77,0.57,0.31,0.52,0.37,0.57,0.0,0.67,0.21,0.56,0.36,0.28,0.29
gpac.csv,0.37,0.25,0.02,0.54,0.41,0.5,0.5,0.34,0.46,0.37,0.21,0.41,0.34,0.28,0.14
kftpgrabber.csv,0.17,0.08,0.3,0.16,0.75,0.0,0.26,0.15,0.12,0.39,0.71,0.28,0.09,0.0,0.83
nativeclient.csv,0.39,0.38,0.6,0.59,0.31,0.4,0.58,0.17,0.46,0.68,0.14,0.49,0.43,0.17,0.01
netatalk.csv,0.14,0.08,0.53,0.22,0.19,0.19,0.0,0.24,0.19,0.44,0.21,0.19,0.14,0.06,0.12
open-ms.csv,0.41,0.75,0.06,0.34,0.09,0.1,0.08,0.6,0.54,0.35,0.64,0.0,0.48,0.61,0.05
openmsx.csv,0.74,0.79,0.7,0.61,0.62,0.35,0.47,0.0,0.42,0.93,0.64,0.64,0.59,0.11,0.86
rosegarden.csv,0.01,0.12,0.17,0.41,0.15,0.18,0.11,0.19,0.19,0.44,0.14,0.28,0.11,0.22,0.35
rsyslog.csv,0.32,0.0,0.43,0.68,0.19,0.29,0.37,0.34,0.42,0.2,0.36,0.36,0.39,0.06,0.41
sandiaportals.csv,0.55,0.46,0.72,0.88,0.94,0.55,0.58,0.5,0.46,0.91,0.79,0.55,0.45,0.0,0.36
xmoto.csv,0.25,0.79,0.79,0.62,0.46,0.29,0.42,0.21,0.19,0.49,0.21,0.41,0.0,0.28,0.75
xqilla.csv,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.01,0.0,0.0,0.0
