,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.34,0.56,0.69,1.0,0.22,0.51,0.36,0.39,0.77,0.05,0.77,0.23,0.62,0.76,0.56
bibletime.csv,0.36,0.7,0.55,0.35,0.42,0.35,0.3,0.43,0.75,0.03,1.0,0.22,0.52,0.9,0.63
boost.csv,0.49,0.53,0.63,0.36,0.99,0.43,0.33,0.47,0.74,0.03,0.86,0.23,0.68,0.72,0.68
doomlegacy.csv,0.37,0.65,0.55,0.38,0.47,0.43,0.44,0.39,1.0,0.02,0.93,0.22,0.6,0.84,0.71
gpac.csv,0.34,0.54,0.98,0.27,0.43,0.37,0.27,0.42,0.78,0.04,0.93,0.24,0.59,0.88,0.79
kftpgrabber.csv,0.5,0.85,0.6,0.52,0.37,1.0,0.38,0.36,0.88,0.02,0.78,0.33,0.75,1.0,0.58
nativeclient.csv,0.41,0.69,0.58,0.34,0.5,0.46,0.35,0.53,0.79,0.04,0.95,0.29,0.56,0.9,0.99
netatalk.csv,0.63,0.85,0.49,0.5,0.53,0.6,1.0,0.41,0.86,0.02,0.9,0.35,0.75,0.94,0.77
open-ms.csv,0.31,0.42,0.67,0.26,0.55,0.57,0.5,0.35,0.73,0.05,0.73,1.0,0.34,0.56,0.58
openmsx.csv,0.26,0.46,0.56,0.37,0.37,0.42,0.28,1.0,0.72,0.02,0.82,0.18,0.41,0.86,0.55
rosegarden.csv,0.98,0.79,0.74,0.35,0.62,0.54,0.5,0.5,0.88,0.04,0.93,0.3,0.8,0.8,0.58
rsyslog.csv,0.39,1.0,0.51,0.33,0.57,0.55,0.39,0.43,0.75,0.04,0.87,0.27,0.56,0.97,0.7
sandiaportals.csv,0.36,0.67,0.57,0.36,0.38,0.43,0.33,0.43,0.74,0.03,0.85,0.25,0.58,1.0,0.72
xmoto.csv,0.5,0.5,0.58,0.39,0.46,0.55,0.38,0.5,0.88,0.03,0.89,0.27,1.0,0.86,0.58
xqilla.csv,0.79,0.0,0.75,0.5,1.0,0.0,1.0,0.0,0.43,1.0,0.0,0.5,1.0,0.0,1.0
