,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.65,0.82,0.5,0.11,0.96,0.47,0.57,0.74,0.69,0.46,0.81,0.67,0.62,0.69,0.77
bibletime.csv,0.62,0.43,0.9,0.71,0.68,0.81,0.87,0.68,0.72,0.93,0.0,0.78,0.61,0.52,0.74
boost.csv,0.47,0.7,0.59,0.67,0.03,0.54,0.65,0.62,0.8,0.73,0.61,0.65,0.44,0.76,0.63
doomlegacy.csv,0.58,0.54,0.8,0.65,0.63,0.55,0.43,0.75,0.03,0.75,0.48,0.68,0.49,0.58,0.59
gpac.csv,0.65,0.77,0.06,0.81,0.64,0.64,0.71,0.73,0.65,0.5,0.42,0.64,0.52,0.41,0.65
kftpgrabber.csv,0.6,0.58,0.69,0.68,0.8,0.0,0.63,0.89,0.73,0.77,0.85,0.55,0.67,0.81,0.86
nativeclient.csv,0.51,0.44,0.67,0.71,0.57,0.5,0.6,0.74,0.64,0.68,0.46,0.54,0.55,0.52,0.03
netatalk.csv,0.45,0.58,0.78,0.62,0.68,0.44,0.0,0.79,0.65,0.8,0.64,0.64,0.52,0.7,0.74
open-ms.csv,0.67,0.9,0.9,0.83,0.82,0.74,0.79,0.8,0.75,0.48,0.9,0.02,0.84,0.96,0.95
openmsx.csv,0.83,0.88,0.75,0.69,0.73,0.59,0.69,0.08,0.77,0.99,0.75,0.79,0.77,0.78,0.9
rosegarden.csv,0.02,0.59,0.61,0.71,0.61,0.59,0.72,0.75,0.58,0.56,0.62,0.59,0.46,0.73,0.75
rsyslog.csv,0.57,0.08,0.76,0.76,0.63,0.39,0.51,0.72,0.72,0.7,0.61,0.6,0.55,0.44,0.54
sandiaportals.csv,0.59,0.48,0.75,0.88,0.94,0.56,0.62,0.67,0.73,0.91,0.79,0.62,0.51,0.06,0.5
xmoto.csv,0.45,0.84,0.79,0.66,0.58,0.39,0.51,0.72,0.59,0.59,0.66,0.58,0.08,0.5,0.8
xqilla.csv,0.89,1.0,0.95,0.97,0.99,1.0,0.86,1.0,0.97,0.0,1.0,0.96,0.94,1.0,0.99
