,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.33,0.01,0.46,0.48,0.38,0.41,0.24,0.5,0.4
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.57,0.47,0.21,0.4,0.23,0.41,0.37,0.03,0.5
ngl.csv,0.49,0.34,0.53,0.54,0.54,0.02,0.5,0.41,0.3
nutz.csv,0.0,0.43,0.45,0.38,0.54,0.35,0.15,0.78,0.1
ossim.csv,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
qmmp.csv,0.45,0.25,0.47,0.62,0.69,0.59,0.0,0.76,0.6
rcp-company-uibindings.csv,0.44,0.96,0.85,0.93,0.77,0.86,0.65,0.65,0.0
v8.csv,0.78,0.99,0.95,0.95,0.0,0.98,0.98,1.0,0.6
