,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.44,0.04,0.52,0.54,0.64,0.6,0.68,0.62,0.68
massiv.csv,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
mesa3d.csv,0.92,0.96,0.72,0.85,0.67,0.81,0.88,0.22,0.69
ngl.csv,0.55,0.54,0.65,0.74,0.71,0.02,0.7,0.65,0.56
nutz.csv,0.07,0.6,0.55,0.45,0.69,0.56,0.6,0.87,0.74
ossim.csv,0.99,1.0,0.19,0.75,1.0,1.0,1.0,1.0,0.99
qmmp.csv,0.51,0.51,0.64,0.62,0.81,0.66,0.05,0.79,0.74
rcp-company-uibindings.csv,0.47,0.96,0.85,0.93,0.78,0.86,0.67,0.68,0.0
v8.csv,0.81,0.99,0.95,0.95,0.0,0.98,0.99,1.0,0.7
