,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,0.43,0.99,0.09,0.01,0.95,0.61,0.61,0.25,0.96
massiv.csv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mesa3d.csv,0.15,0.24,0.08,0.0,0.96,0.46,0.36,0.87,0.96
ngl.csv,0.35,0.61,0.07,0.01,0.94,0.98,0.51,0.25,0.98
nutz.csv,1.0,0.55,0.08,0.01,0.94,0.65,0.74,0.18,0.98
ossim.csv,1.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,1.0
qmmp.csv,0.37,0.67,0.07,0.01,0.93,0.59,1.0,0.22,0.96
rcp-company-uibindings.csv,0.4,0.48,0.06,0.01,0.95,0.57,0.56,0.25,1.0
v8.csv,0.26,0.47,0.06,0.01,1.0,0.53,0.49,0.21,0.96
