,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.79,0.77,0.75,1.0,0.83,0.09
libtorrent.csv,0.65,0.43,0.7,0.52,0.55,0.99
moviesandbox.csv,0.45,0.68,0.53,0.75,0.48,0.67
sigil.csv,0.52,0.55,0.31,0.6,0.35,0.67
xbg.csv,0.89,0.85,0.93,0.4,0.98,1.0
xtreemfs.csv,0.66,0.54,0.27,0.69,0.27,0.66
