,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.29,0.36,0.35,0.0,0.21,0.98
libtorrent.csv,0.66,0.72,0.67,0.7,0.71,0.05
moviesandbox.csv,0.69,0.4,0.75,0.54,0.75,0.6
sigil.csv,0.73,0.51,0.8,0.53,0.79,0.71
xbg.csv,0.17,0.23,0.2,0.74,0.02,0.0
xtreemfs.csv,0.68,0.52,0.85,0.42,0.83,0.72
