,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.25,0.33,0.31,0.0,0.18,1.0
libtorrent.csv,0.82,0.73,0.98,0.75,0.8,1.0
moviesandbox.csv,0.7,0.36,0.87,0.62,0.82,0.67
sigil.csv,0.82,0.47,0.81,0.5,0.82,1.0
xbg.csv,0.14,0.2,0.17,0.75,0.02,0.0
xtreemfs.csv,0.91,0.47,0.88,0.38,0.85,1.0
