,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.55,0.82,0.59,0.0,0.89,0.23
libtorrent.csv,0.62,0.92,0.66,0.19,0.89,0.03
moviesandbox.csv,0.72,0.9,0.7,0.12,0.91,0.03
sigil.csv,0.68,0.94,0.82,0.18,0.94,0.04
xbg.csv,0.46,0.79,0.36,0.26,0.57,0.0
xtreemfs.csv,0.63,0.96,0.84,0.16,0.95,0.04
