,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.37,0.28,0.28,0.44,0.43,0.39,0.04,0.45,0.38,0.35,0.76,0.83,0.41,0.9,0.23,0.32,0.18,0.63
decidr.csv,0.53,0.54,0.49,0.68,0.62,0.83,0.89,1.0,0.81,0.97,0.23,0.91,0.95,0.9,0.72,0.97,0.77,0.95
elmo.csv,0.26,0.3,0.12,0.15,0.24,0.52,0.26,0.37,0.26,0.1,0.22,0.36,0.24,0.15,0.23,0.39,0.32,0.47
gpac.csv,0.67,0.94,0.49,0.46,0.38,0.76,0.78,0.86,0.48,0.49,0.95,0.3,0.92,0.82,0.63,0.61,0.8,0.91
illumination.csv,0.0,0.9,0.05,0.08,0.94,0.0,0.85,0.55,0.0,0.88,0.02,0.0,0.0,0.74,0.54,0.97,0.17,0.0
img-browse-sort.csv,0.45,0.82,0.45,0.33,0.43,0.59,0.33,0.57,0.41,0.46,0.45,0.43,0.62,0.79,0.44,0.21,0.65,0.58
jajuk.csv,0.7,0.4,0.63,0.17,0.61,0.59,0.48,0.65,0.5,0.32,0.96,0.87,0.6,1.0,0.54,0.5,0.62,0.8
ktc.csv,0.22,0.21,0.36,0.23,0.28,0.37,0.07,0.49,0.21,0.1,0.26,0.64,0.35,0.33,0.26,0.79,0.26,0.38
miranda.csv,0.42,0.03,0.4,0.04,0.01,0.07,0.11,1.0,0.1,0.32,0.14,0.02,0.88,0.03,0.66,0.0,0.25,0.42
neoengine.csv,0.21,0.96,0.3,0.31,0.38,0.82,0.26,0.8,0.25,0.43,0.53,0.89,0.5,0.41,0.59,0.58,0.65,0.84
nicepress.csv,0.33,0.67,0.88,0.59,0.41,0.3,0.33,0.96,0.37,0.25,0.38,0.91,0.97,0.49,0.27,0.71,0.35,0.82
omseek.csv,0.06,0.01,0.02,0.09,0.01,0.11,0.0,0.14,0.02,0.06,0.11,0.04,0.05,0.44,0.19,0.47,0.09,0.07
rosegarden.csv,0.52,0.61,0.92,0.79,0.49,0.66,0.19,0.39,0.23,0.3,0.83,0.34,0.21,0.13,0.76,0.71,0.48,0.64
smarttag.csv,0.44,0.07,0.11,0.13,0.79,0.41,0.37,0.0,0.37,0.45,0.4,0.11,0.0,0.33,0.57,0.08,0.49,0.16
sylpheed-claws.csv,0.93,1.0,0.94,0.95,0.97,1.0,1.0,0.53,0.94,1.0,0.89,0.57,0.29,0.95,1.0,1.0,0.97,1.0
vapor.csv,0.0,1.0,0.35,0.32,1.0,0.3,0.96,1.0,0.0,1.0,0.6,0.0,0.0,1.0,0.72,1.0,0.86,0.0
zorannt.csv,0.42,0.51,0.03,0.24,0.19,0.51,0.3,0.14,0.2,0.16,0.37,0.53,0.45,0.59,0.4,0.34,0.45,0.62
zscreen.csv,0.43,0.15,0.37,0.74,0.64,0.44,0.22,0.04,0.49,0.55,0.82,0.13,0.03,0.62,0.46,0.76,0.66,0.7
