,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.97,0.8,0.9,1.0,1.0
chaperon.csv,0.0,0.04,0.08,1.0,0.29
mule.csv,0.97,0.18,0.25,0.0,0.46
springside.csv,0.73,0.96,0.55,0.75,0.66
swtfox.csv,0.26,0.45,1.0,0.0,0.25
