,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.13,0.7,0.0,0.62,1.0
chaperon.csv,0.0,0.05,0.1,1.0,0.33
mule.csv,0.97,0.21,0.29,0.0,0.5
springside.csv,0.64,0.97,0.45,0.64,0.62
swtfox.csv,0.3,0.4,1.0,0.0,0.29
