,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.97,0.54,1.0,0.75,0.0
chaperon.csv,0.0,0.0,0.08,0.0,0.25
mule.csv,0.01,0.12,0.28,0.21,0.25
springside.csv,0.56,0.0,0.74,0.6,0.5
swtfox.csv,0.17,0.72,0.02,0.54,0.25
