,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.32,0.66,0.61,0.8
freelords.csv,0.65,0.74,0.32,0.2
jfreereport.csv,0.13,0.18,0.11,0.4
super-tux.csv,0.84,0.3,0.32,0.0
