,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.38,0.69,0.68,0.8
freelords.csv,0.69,0.74,0.47,0.45
jfreereport.csv,0.93,0.62,0.74,0.72
super-tux.csv,0.84,0.62,0.76,0.09
