,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.55,0.89,0.61,0.54,0.79,0.77,0.63,0.88,0.53,0.72,0.64,0.5,0.67,0.43,0.55,0.52,0.64
all-plasm.csv,0.94,0.5,0.48,0.9,0.74,0.67,0.54,0.8,0.62,0.65,0.62,0.51,0.54,0.62,0.57,0.54,0.5
applet2app.csv,0.44,0.48,0.52,0.48,0.44,0.51,0.63,0.5,0.4,0.59,0.55,0.44,0.76,0.43,0.6,0.42,0.43
autat.csv,0.65,0.38,0.95,0.98,0.91,0.96,0.73,0.91,0.93,0.7,0.0,0.88,0.93,0.83,0.97,0.89,0.98
autowikibrowser.csv,0.48,0.43,0.47,0.74,0.44,0.52,0.44,0.4,0.33,0.49,0.55,0.35,0.37,0.34,0.4,0.45,0.47
gbif-providertoolkit.csv,0.98,0.75,0.86,0.9,0.88,0.87,0.86,0.93,0.97,1.0,0.83,0.48,0.8,0.8,0.83,0.89,0.81
htmlunit.csv,0.76,0.65,0.6,0.83,0.86,0.87,0.87,0.81,0.59,0.75,0.71,0.55,0.42,0.54,0.74,0.53,0.99
kmatplot.csv,0.51,0.67,0.86,0.61,0.92,0.96,0.97,0.89,0.87,0.88,0.93,0.92,0.88,0.83,0.98,0.91,0.99
mcore3d.csv,0.5,0.4,0.46,0.48,0.37,0.46,0.51,0.43,0.44,0.48,0.55,0.56,0.39,0.31,0.52,0.43,0.47
nh3d.csv,0.89,0.73,0.76,0.75,0.94,0.89,0.83,0.86,0.96,0.77,0.83,0.93,0.86,0.6,0.94,0.69,0.99
qgo.csv,0.38,0.45,0.43,0.44,0.42,0.43,0.46,0.38,0.34,0.48,0.41,0.35,0.52,0.33,0.46,0.36,0.38
qtwin.csv,0.0,0.5,0.8,0.0,0.0,0.0,0.95,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.97
reactos-mirror.csv,0.65,0.45,0.45,0.61,0.44,0.51,0.49,0.39,0.42,0.55,0.68,0.6,0.55,0.32,0.48,0.4,0.43
taokgame.csv,0.99,0.9,0.69,0.0,0.91,0.74,1.0,0.89,0.94,0.76,0.64,0.52,0.74,0.88,0.97,0.81,0.82
unbvision.csv,0.8,0.5,0.47,0.94,0.47,0.65,0.49,0.53,0.62,0.54,0.81,0.67,0.51,0.35,0.67,0.49,0.74
uwom.csv,0.99,0.44,0.4,0.52,0.49,0.53,0.55,0.57,0.54,0.63,0.96,0.78,0.49,0.56,0.6,0.45,0.79
wishmaster.csv,0.0,0.91,0.96,0.5,0.75,0.86,1.0,0.72,0.9,1.0,0.8,0.92,0.92,0.65,0.89,0.64,0.95
