,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.34,0.2,0.56,0.29,0.0,0.21,0.49,0.41,0.58,0.54,0.36,0.17,0.29,0.36,0.97,0.54,0.5
all-plasm.csv,0.41,0.57,0.57,0.92,0.8,0.48,0.52,0.59,0.47,0.61,0.57,0.49,0.46,1.0,0.49,0.55,0.61
applet2app.csv,0.42,0.68,0.56,0.28,0.55,0.56,0.94,0.6,0.51,0.78,0.36,0.54,0.6,0.4,0.46,0.46,0.26
autat.csv,0.5,0.64,0.32,0.55,0.45,0.14,0.33,0.25,0.1,0.37,0.04,0.33,0.9,0.17,0.19,0.13,0.24
autowikibrowser.csv,0.49,0.68,0.67,0.29,0.43,0.4,0.58,0.63,0.7,0.93,0.51,0.57,0.54,0.49,0.76,0.91,0.69
gbif-providertoolkit.csv,0.1,0.12,0.43,0.29,0.45,0.28,0.31,1.0,0.2,0.2,0.27,0.4,0.07,0.23,0.02,0.35,0.42
htmlunit.csv,0.48,0.55,0.56,0.53,0.0,0.39,0.27,0.48,0.96,0.54,0.45,0.45,0.65,0.62,0.53,0.47,0.3
kmatplot.csv,0.5,0.47,0.94,0.28,0.0,0.14,0.29,0.33,0.34,0.68,0.31,0.17,0.23,0.12,0.21,0.27,0.24
mcore3d.csv,0.54,0.58,0.65,0.25,0.5,0.99,0.58,0.7,0.58,0.8,0.66,0.51,0.5,0.27,0.64,0.6,0.62
nh3d.csv,0.0,0.38,0.45,1.0,0.9,0.32,0.34,0.34,0.25,0.82,0.12,0.25,0.23,0.73,0.15,0.48,0.35
qgo.csv,0.52,0.94,0.73,0.51,0.23,0.5,0.57,0.62,0.69,0.89,0.62,0.62,0.53,0.48,0.71,0.69,0.63
qtwin.csv,0.0,0.09,0.09,0.0,0.0,0.01,0.02,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.02,0.16
reactos-mirror.csv,0.91,0.59,0.63,0.27,0.61,0.51,0.61,0.61,0.68,0.61,0.68,0.57,0.72,0.44,0.47,0.45,0.35
taokgame.csv,0.26,0.16,0.52,0.0,1.0,0.35,0.21,0.34,0.09,0.67,0.42,0.4,0.35,0.23,0.13,0.34,0.57
unbvision.csv,0.34,0.63,0.6,0.29,0.71,0.4,0.6,0.45,0.55,0.53,0.92,0.33,0.58,0.68,0.52,0.51,0.57
uwom.csv,0.24,0.65,0.46,0.13,0.58,0.55,0.56,0.62,0.54,0.59,0.31,0.47,0.71,0.56,0.62,0.6,0.94
wishmaster.csv,0.0,0.35,0.12,0.29,0.34,0.32,0.21,0.33,0.26,0.0,0.04,0.88,0.23,0.27,0.1,0.43,0.21
