,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.3,0.17,0.52,0.25,0.0,0.18,0.49,0.36,0.55,0.5,0.33,0.14,0.25,0.33,0.96,0.5,0.45
all-plasm.csv,0.38,0.73,0.76,1.0,0.9,0.5,0.7,0.57,0.48,0.83,0.63,0.64,0.5,1.0,0.57,0.64,0.84
applet2app.csv,0.72,0.83,0.55,0.25,0.6,0.63,0.93,0.64,0.79,1.0,0.73,0.93,0.56,0.38,0.46,0.82,0.82
autat.csv,0.46,0.63,0.28,0.5,0.4,0.12,0.29,0.21,0.08,0.33,0.03,0.29,0.88,0.14,0.16,0.11,0.2
autowikibrowser.csv,0.47,0.67,0.66,0.25,0.4,0.36,0.56,0.64,0.82,1.0,0.47,0.57,0.56,0.52,0.82,0.89,0.69
gbif-providertoolkit.csv,0.08,0.1,0.38,0.25,0.4,0.24,0.27,1.0,0.17,0.17,0.23,0.36,0.06,0.19,0.02,0.3,0.37
htmlunit.csv,0.47,0.5,0.52,0.5,0.0,0.35,0.23,0.43,0.95,0.5,0.4,0.43,0.88,0.62,0.48,0.43,0.26
kmatplot.csv,0.48,0.43,0.93,0.25,0.0,0.12,0.25,0.29,0.3,0.67,0.27,0.14,0.19,0.1,0.18,0.23,0.2
mcore3d.csv,0.53,0.6,0.72,0.25,0.7,0.99,0.6,0.79,0.68,1.0,0.8,0.5,0.75,0.95,0.68,0.64,0.66
nh3d.csv,0.0,0.33,0.41,1.0,0.9,0.28,0.3,0.29,0.21,0.83,0.1,0.21,0.19,0.71,0.12,0.43,0.3
qgo.csv,0.53,0.93,0.76,0.5,0.2,0.46,0.54,0.64,0.8,1.0,0.6,0.64,0.5,0.52,0.73,0.73,0.7
qtwin.csv,0.0,0.07,0.07,0.0,0.0,0.01,0.02,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.02,0.13
reactos-mirror.csv,0.9,0.63,0.9,0.25,1.0,0.64,0.68,0.71,0.74,0.83,0.7,0.57,0.75,0.62,0.86,0.89,0.79
taokgame.csv,0.22,0.13,0.48,0.0,1.0,0.31,0.18,0.29,0.07,0.67,0.37,0.36,0.31,0.19,0.11,0.3,0.53
unbvision.csv,0.3,0.6,0.83,0.25,0.9,0.36,0.74,0.43,0.52,0.67,0.9,0.29,0.62,0.86,0.5,0.48,0.54
uwom.csv,0.2,0.73,0.86,1.0,0.7,0.62,0.59,0.64,0.55,0.67,0.27,0.43,0.75,0.52,0.67,0.8,0.93
wishmaster.csv,0.0,0.3,0.1,0.25,0.3,0.28,0.18,0.29,0.22,0.0,0.03,0.86,0.19,0.24,0.08,0.39,0.18
