,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.45,0.56,0.39,0.01,0.0,0.71,0.35,0.31,0.5,0.01,0.24,0.09,0.22,0.33,0.97,0.71,0.43
all-plasm.csv,0.41,0.48,0.19,0.04,0.2,0.65,0.35,0.27,0.28,0.0,0.28,0.16,0.15,1.0,0.25,0.44,0.25
applet2app.csv,0.37,0.54,0.25,0.01,0.11,0.68,0.97,0.2,0.31,0.0,0.23,0.21,0.43,0.35,0.25,0.44,0.2
autat.csv,0.54,0.66,0.42,0.04,0.36,0.54,0.38,0.27,0.5,0.0,1.0,0.25,1.0,0.5,0.53,0.56,0.62
autowikibrowser.csv,0.45,0.67,0.33,0.01,0.11,0.79,0.48,0.26,0.4,0.01,0.48,0.24,0.2,0.38,0.44,0.98,0.37
gbif-providertoolkit.csv,0.46,0.75,0.39,0.1,0.5,0.76,0.41,1.0,0.47,0.0,0.39,0.2,0.2,0.8,0.33,0.68,0.49
htmlunit.csv,0.41,0.75,0.33,0.02,0.0,0.7,0.44,0.38,1.0,0.01,0.5,0.18,0.23,0.54,0.62,0.63,0.47
kmatplot.csv,0.44,0.54,0.93,0.01,0.0,0.58,0.43,0.22,0.48,0.01,0.29,0.17,0.38,0.33,0.35,0.45,0.23
mcore3d.csv,0.47,0.51,0.23,0.0,0.1,0.99,0.42,0.24,0.33,0.0,0.32,0.21,0.18,0.42,0.37,0.5,0.27
nh3d.csv,0.0,0.91,0.26,1.0,0.56,0.77,0.5,0.57,0.78,0.01,0.5,0.2,0.43,0.75,0.81,0.73,0.74
qgo.csv,0.42,0.97,0.32,0.01,0.05,0.78,0.5,0.23,0.4,0.01,0.44,0.24,0.26,0.37,0.44,0.57,0.27
qtwin.csv,0.0,1.0,0.4,0.0,0.0,1.0,0.65,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,1.0,0.83
reactos-mirror.csv,0.95,0.5,0.22,0.0,0.14,0.66,0.4,0.2,0.4,0.0,0.4,0.23,0.32,0.35,0.29,0.46,0.2
taokgame.csv,0.61,0.4,0.36,0.0,0.91,0.76,0.41,0.44,0.38,0.01,0.44,0.24,0.26,0.5,0.36,0.5,0.54
unbvision.csv,0.6,0.69,0.21,0.06,0.15,0.8,0.38,0.16,0.44,0.0,1.0,0.22,0.21,0.49,0.35,0.54,0.37
uwom.csv,0.45,0.54,0.19,0.01,0.11,0.68,0.39,0.22,0.35,0.0,0.3,0.26,0.31,0.69,0.34,0.48,0.95
wishmaster.csv,1.0,0.82,0.12,0.5,0.11,0.79,0.4,0.16,0.33,0.0,0.2,1.0,0.25,0.29,0.09,0.52,0.23
