,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.93,0.84,0.19,0.97,0.75,0.79,0.59,0.67,0.83,0.79,0.9,1.0,0.86,0.18,0.62,1.0
gephex.csv,0.29,0.18,0.95,0.87,0.73,0.74,0.76,0.45,0.83,0.83,0.03,0.0,0.69,0.91,0.79,1.0
intact.csv,0.29,0.78,1.0,0.57,0.6,0.56,0.59,0.76,0.17,0.38,0.13,0.0,0.54,0.32,0.38,0.5
jbpm.csv,0.0,0.08,0.43,0.0,0.75,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.1,0.25
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0
jpaul.csv,0.0,0.08,0.33,0.0,0.38,0.28,0.76,0.0,0.0,0.0,0.03,1.0,0.0,0.05,0.38,0.0
lamp.csv,0.5,0.53,1.0,0.5,0.6,0.67,0.82,1.0,1.0,0.65,0.61,0.0,0.15,0.59,0.66,0.75
mevenide.csv,0.07,0.14,0.52,0.03,0.5,0.0,0.47,0.03,0.0,0.35,0.45,0.5,0.06,0.05,0.66,0.25
opendvr.csv,0.79,0.61,0.67,0.4,0.62,0.21,0.12,0.38,0.0,0.35,0.0,0.0,0.31,0.55,0.14,0.25
panda3d.csv,0.43,0.35,0.29,0.63,0.54,0.33,0.76,0.14,0.0,0.6,1.0,1.0,0.62,0.09,0.86,0.0
retromenu.csv,0.43,0.35,0.81,0.07,0.23,0.1,0.24,0.59,0.17,0.19,0.35,0.0,0.11,0.14,0.31,0.0
rohxel.csv,0.57,0.45,0.14,0.43,0.02,0.79,0.18,0.18,0.33,0.27,0.39,0.0,0.25,0.32,0.14,0.0
sevenupdate.csv,1.0,0.69,0.95,1.0,1.0,1.0,1.0,0.92,1.0,0.98,1.0,1.0,0.94,1.0,1.0,1.0
soar.csv,0.93,0.51,0.67,0.9,0.83,0.79,0.94,0.62,1.0,1.0,0.61,1.0,0.96,1.0,0.97,1.0
stemkit.csv,0.21,0.0,0.24,0.1,0.4,0.1,0.0,0.32,0.67,0.35,0.06,1.0,0.1,0.5,0.14,0.25
thedata.csv,0.86,0.43,0.9,0.6,0.4,0.74,0.59,0.97,0.83,0.52,1.0,0.0,0.76,0.45,0.55,1.0
