,lamp.csv,sevenupdate.csv,retromenu.csv,intact.csv,jbpm.csv,rohxel.csv,jpaul.csv,encog-cs.csv,stemkit.csv,panda3d.csv,soar.csv,jchassis.csv,gephex.csv,opendvr.csv,mevenide.csv,thedata.csv
encog-cs.csv,0.32,0.47,0.22,0.17,0.52,0.0,0.39,0.67,0.05,0.54,0.3,0.0,0.44,0.21,0.57,0.3
gephex.csv,0.3,0.22,0.27,0.29,0.57,0.55,0.63,0.47,0.23,0.5,0.04,0.0,0.69,0.24,0.66,0.13
intact.csv,0.32,0.45,0.49,0.59,0.55,0.53,0.57,0.66,0.2,0.42,0.16,0.0,0.56,0.36,0.41,0.53
jbpm.csv,0.0,0.1,0.48,0.0,0.77,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.29
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.12,0.0
jpaul.csv,0.0,0.1,0.38,0.0,0.43,0.32,0.75,0.0,0.0,0.0,0.04,0.93,0.0,0.06,0.43,0.0
lamp.csv,0.54,0.55,0.0,0.53,0.6,0.61,0.67,0.0,0.05,0.61,0.49,0.0,0.18,0.5,0.63,0.46
mevenide.csv,0.09,0.17,0.56,0.04,0.55,0.0,0.52,0.04,0.0,0.39,0.46,0.55,0.07,0.06,0.69,0.29
opendvr.csv,0.6,0.0,0.66,0.45,0.64,0.24,0.15,0.43,0.0,0.39,0.0,0.0,0.35,0.58,0.17,0.29
panda3d.csv,0.45,0.39,0.33,0.58,0.54,0.36,0.73,0.17,0.0,0.61,0.0,0.61,0.55,0.11,0.67,0.0
retromenu.csv,0.47,0.4,0.8,0.09,0.27,0.12,0.28,0.6,0.2,0.23,0.38,0.0,0.13,0.17,0.36,0.0
rohxel.csv,0.54,0.48,0.17,0.47,0.02,0.75,0.21,0.22,0.36,0.31,0.37,0.0,0.29,0.36,0.17,0.0
sevenupdate.csv,0.0,0.74,0.17,0.0,0.0,0.0,0.0,0.42,0.36,0.05,0.0,0.0,0.21,0.0,0.0,0.21
soar.csv,0.13,0.36,0.48,0.3,0.38,0.57,0.27,0.5,0.05,0.05,0.64,0.09,0.27,0.0,0.38,0.09
stemkit.csv,0.25,0.0,0.28,0.12,0.45,0.12,0.0,0.36,0.69,0.39,0.07,0.78,0.12,0.5,0.17,0.29
thedata.csv,0.67,0.33,0.47,0.59,0.36,0.46,0.37,0.13,0.58,0.53,0.0,0.0,0.45,0.46,0.46,0.99
