,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,0.41,0.29,0.11,0.44,0.31,0.37,0.41,0.99,0.38,0.67
electric-core.csv,0.37,0.96,0.38,0.29,0.38,0.38,0.43,0.46,0.27,0.66
jahshakafx.csv,0.97,0.33,0.26,0.36,0.38,0.37,0.33,0.24,0.34,0.46
jython.csv,0.45,0.44,0.98,0.57,0.49,0.43,0.49,0.17,0.53,0.85
kftpgrabber.csv,0.5,0.38,0.19,0.54,0.29,0.4,0.31,0.39,0.98,0.5
mvnforum.csv,0.08,0.29,0.46,0.54,0.94,0.32,0.1,0.34,0.51,0.33
openmalaria.csv,0.62,0.41,0.22,0.65,0.46,0.49,0.96,0.8,0.58,0.83
plplot.csv,0.6,0.42,0.23,0.62,0.49,0.88,0.61,0.5,0.57,0.72
popeye-chess.csv,0.63,0.46,0.18,0.97,0.48,0.5,0.63,0.54,0.53,0.68
zxing.csv,0.61,0.46,0.31,0.0,0.18,0.36,0.55,0.21,0.49,0.99
