,jahshakafx.csv,electric-core.csv,jython.csv,popeye-chess.csv,mvnforum.csv,plplot.csv,openmalaria.csv,dspace-gsoc.csv,kftpgrabber.csv,zxing.csv
dspace-gsoc.csv,0.6,0.9,0.24,0.53,0.42,0.59,0.81,0.4,0.55,0.38
electric-core.csv,0.71,0.83,0.96,0.8,0.49,0.64,0.61,0.6,0.69,0.5
jahshakafx.csv,0.52,0.99,0.89,0.67,0.63,0.74,0.84,0.83,0.76,0.59
jython.csv,0.53,0.71,0.95,0.6,0.46,0.69,0.68,0.9,0.52,0.48
kftpgrabber.csv,0.49,0.45,0.25,0.54,0.56,0.5,0.89,0.6,0.55,0.54
mvnforum.csv,0.99,0.99,0.94,0.74,0.72,0.97,0.95,0.82,0.61,0.94
openmalaria.csv,0.36,0.38,0.26,0.44,0.33,0.44,0.49,0.33,0.36,0.33
plplot.csv,0.38,0.4,0.26,0.5,0.37,0.6,0.55,0.42,0.41,0.5
popeye-chess.csv,0.38,0.47,0.24,0.57,0.42,0.53,0.46,0.5,0.4,0.41
zxing.csv,0.4,0.9,0.75,0.0,0.73,0.61,0.55,0.91,0.39,0.4
